위도,경도,도로명
37.54723071811387,127.0245392134823,금호로3길 10
37.54723071811387,127.0245392134823,금호로3길 11
37.54723382747332,127.07211033113406,능동로19길 47
37.54724728593779,127.14199364366468,양재대로131가길 19
37.54725435,127.14753036348448,상암로 225
37.5472737,126.9413542,대흥로 20
37.5472737,126.9413542,대흥로 164
37.54729895,126.8343446,강서로45다길 12-9
37.5473025,126.8757491,공항대로 637
37.5473817,127.0701882,군자로 43
37.54740250893061,126.9124157432149,양화진길 37
37.54740250893061,126.9124157432149,양화진길 11
37.54744403682834,126.96746568117688,청파로47나길 45-37
37.5474633,126.9530885,마포대로 143
37.5474845,126.9576496,마포대로14길 32
37.54748535091005,126.97841183717604,후암로16가길 4
37.54752955,127.15190511626122,상암로 251
37.54753,127.10351,아차산로70길 62
37.54753,127.10351,아차산로 537-17
37.5475351,126.83456585,강서로45다길 12-6
37.5475389,126.8767667,공항대로81길 6
37.5475807,126.94056523575148,백범로 82
37.54759045,126.9366737195448,독막로 209
37.5476098,127.09282006960856,천호대로 716
37.5476997,126.962232,효창원로 227
37.54771085,126.83308900178918,강서로45길 49-4
37.54776239994562,127.12857789987764,올림픽로92길 61
37.54776239994562,127.12857789987764,올림픽로92길 7-9
37.54777335,127.1344958,상암로23길 28
37.5478005846884,127.10753460514488,아차산로76길 31
37.54786595,127.13967353057993,구천면로 366
37.5478666,126.86362593008906,등촌로 204
37.54787296438304,126.86238350393933,등촌로51가길 35
37.54790445,126.8429479696253,우현로 26
37.5479163,126.87454889790116,공항대로75길 30
37.5479202,126.86702409623555,목동중앙북로 38
37.547965057603086,126.96225900441554,효창원로93길 9
37.547965057603086,126.96225900441554,효창원로93길 16
37.547965057603086,126.96225900441554,효창원로93길 14
37.54796761162044,127.04125053128382,서울숲길 25
37.54796761162044,127.04125053128382,서울숲길 17
37.54796761162044,127.04125053128382,서울숲길 34
37.547989749165566,127.02183767235866,독서당로 375
37.547989749165566,127.02183767235866,독서당로 343
37.547989749165566,127.02183767235866,독서당로 377
37.547989749165566,127.02183767235866,독서당로 344
37.54806023630557,127.14489889668263,상암로49길 12-8
37.54806023630557,127.14489889668263,상암로49길 13
37.548067569485134,127.0498644394467,상원6나길 16
37.548079650000005,126.92262749715908,와우산로 4
37.5481679,126.87156877479472,공항대로 593
37.5481875,126.84377955899092,우현로 18
37.54821342926362,126.87004275658208,공항대로 531
37.54821342926362,126.87004275658208,공항대로 543
37.54821342926362,126.87004275658208,공항대로 103
37.54821342926362,126.87004275658208,공항대로 461-45
37.54821342926362,126.87004275658208,공항대로 559
37.54821342926362,126.87004275658208,공항대로 557
37.54821659365604,127.06650516097343,광나루로 249
37.54822245,126.87547655700028,공항대로75길 42
37.548252287310326,126.97457093996532,한강대로102다길 26
37.5482625,127.14091581559774,상암로41길 45
37.54826879457769,126.87480836022416,공항대로75길 17
37.54827085,126.83517788131569,강서로45길 18
37.54827695,126.8438733971437,화곡로43가길 39
37.54829797446631,127.1402891966149,상암로39길 27
37.54831744728515,127.16665011786364,상암로79길 88
37.54831744728515,127.16665011786364,상암로79길 62
37.54833177890784,127.12485354740704,올림픽로91길 30
37.54833177890784,127.12485354740704,올림픽로91길 29
37.54833177890784,127.12485354740704,올림픽로91길 25
37.5483442,126.83461232516078,강서로45나길 11-17
37.54836838558685,127.14625203353718,상암로51길 61
37.54836838558685,127.14625203353718,상암로51길 54
37.54839323215539,127.17764741955308,천호대로 1120
37.54839323215539,127.17764741955308,천호대로 1107
37.54839323215539,127.17764741955308,천호대로 1095
37.54839323215539,127.17764741955308,천호대로 1092
37.54839323215539,127.17764741955308,천호대로 1089
37.54839323215539,127.17764741955308,천호대로 1087
37.54839323215539,127.17764741955308,천호대로 1078
37.54839323215539,127.17764741955308,천호대로 1077
37.54839323215539,127.17764741955308,천호대로 1065
37.54839323215539,127.17764741955308,천호대로 1055
37.54839323215539,127.17764741955308,천호대로 1152
37.54839323215539,127.17764741955308,천호대로 1132-18
37.54839323215539,127.17764741955308,천호대로 1162
37.54839323215539,127.17764741955308,천호대로 1156-12
37.54839323215539,127.17764741955308,천호대로 1044-12
37.54839323215539,127.17764741955308,천호대로 1024
37.54839323215539,127.17764741955308,천호대로 1156-16
37.54839323215539,127.17764741955308,천호대로 1176
37.54839323215539,127.17764741955308,천호대로 1156-20
37.54839323215539,127.17764741955308,천호대로 1231
37.54839323215539,127.17764741955308,천호대로 1239
37.54839323215539,127.17764741955308,천호대로 1240
37.54839323215539,127.17764741955308,천호대로 989
37.54839885,126.91206495585398,양화로 26
37.548422009873086,127.13952896070204,양재대로133길 51
37.548422009873086,127.13952896070204,양재대로133길 19
37.548429931879134,126.97905522890645,후암로16길 27
37.548445599999994,127.07027795511564,광나루로 361
37.5484995,126.94004087995238,백범로 76
37.5485017,127.0710734,광나루로 369
37.54856375,126.82304512447394,수명로2가길 22
37.54858346285204,127.14428965505704,상암로47길 80-16
37.54858346285204,127.14428965505704,상암로47길 33
37.54858346285204,127.14428965505704,상암로47길 38
37.5486184,126.8440386,화곡로43가길 44
37.54864808408799,126.87115522773072,공항대로69길 17
37.5486521914336,126.86159334823508,등촌로51라길 21
37.5486692,126.90908945,희우정로 120
37.548669613215495,127.12820511339936,상암로12길 13
37.548669613215495,127.12820511339936,상암로12길 24
37.548669613215495,127.12820511339936,상암로12길 32
37.548674,126.83375508125,강서로45라길 15
37.54869975,126.87198495782596,공항대로71길 31
37.548703095215195,127.1326513038204,상암로 210-32
37.548703095215195,127.1326513038204,상암로 154
37.548703095215195,127.1326513038204,상암로 154-1
37.548703095215195,127.1326513038204,상암로 199
37.548703095215195,127.1326513038204,상암로 224
37.548703095215195,127.1326513038204,상암로 41
37.548719259259336,127.13507273205352,상암로23길 14
37.5487206,126.83514675435408,강서로45나길 15
37.548780699999995,127.1489804506282,양재대로134길 87
37.548808084600935,127.04926507604438,상원6길 16
37.548821086111694,126.96213549534905,효창원로95길 35
37.548863430285294,126.97376723632934,한강대로102나길 23
37.54888883761755,126.933784055115,창전로2길 42
37.54888883761755,126.933784055115,창전로2길 10
37.5489482,126.9528254,마포대로11길 110
37.5489482,126.9528254,마포대로11길 50
37.5489482,126.9528254,마포대로11길 73
37.5489708,126.9468268,백범로25길 63
37.5490067681594,126.9784956640748,후암로16나길 20
37.5490067681594,126.9784956640748,후암로16나길 23
37.5490067681594,126.9784956640748,후암로16나길 25
37.5490132,127.0092806,다산로 32
37.549024450000005,126.86449612771683,목동중앙북로 7
37.5490662,127.0057411,동호로17길 242
37.5490662,127.0057411,동호로17길 229
37.5490662,127.0057411,동호로17길 250
37.54909515,126.87047498416226,공항대로 583
37.5491443970903,127.0504709113859,성수일로11길 9
37.549155173144875,126.84813824458374,화곡로44가길 5
37.54915655641476,127.04803207666484,상원길 76
37.54915655641476,127.04803207666484,상원길 42
37.54915655641476,127.04803207666484,상원길 75
37.54915655641476,127.04803207666484,상원길 47
37.54916025,127.04694883038437,상원길 63
37.549176123649374,126.9785056428472,후암로22길 10
37.549176123649374,126.9785056428472,후암로22길 29
37.549176270672824,127.1091577556538,아차산로78가길 17
37.549176270672824,127.1091577556538,아차산로78가길 3
37.549176270672824,127.1091577556538,아차산로78가길 31
37.5491918,126.9420434,서강대길 40
37.5491946,126.8534848,까치산로24가길 10-3
37.54931332657002,126.9302249785375,서강로3길 32
37.5493175,126.96466715,청파로71길 58
37.54931836525239,126.97971691981532,후암로28길 29
37.54933815208283,126.86562408277784,목동중앙북로7가길 38
37.549388,127.090387,자양로42길 2
37.5494099,126.9064551,희우정로1길 48
37.5494099,126.9064551,희우정로1길 27
37.5494099,126.9064551,희우정로1길 21
37.549413459555254,126.94796498398898,백범로25길 83
37.549413459555254,126.94796498398898,백범로25길 92
37.5494281,127.15521374563392,동남로71길 19
37.5494286,126.9360465,광성로 28
37.5494486,127.0077871,다산로 56
37.54945513067829,126.97537261104304,한강대로104라길 21
37.54947458201968,127.06452227338174,송정길 32
37.54951595,126.8728206885486,공항대로71길 49
37.549537314760464,127.02992259188596,독서당로 156
37.549537314760464,127.02992259188596,독서당로 441
37.549537314760464,127.02992259188596,독서당로 431
37.549537314760464,127.02992259188596,독서당로 336
37.549537314760464,127.02992259188596,독서당로 184
37.549537314760464,127.02992259188596,독서당로 154
37.549537314760464,127.02992259188596,독서당로 272
37.549537314760464,127.02992259188596,독서당로 155
37.549537314760464,127.02992259188596,독서당로 242
37.549537314760464,127.02992259188596,독서당로 175
37.549537314760464,127.02992259188596,독서당로 191
37.549537314760464,127.02992259188596,독서당로 218
37.5495416,126.87431912790085,양천로 706
37.54958190000001,126.8338876450304,강서로45길 92-27
37.549630449999995,126.86014925320134,등촌로53길 39
37.5496372,126.9619891,만리재로14길 27
37.54963855,126.8736222114807,공항대로71길 54
37.54964898825297,126.8715458771464,공항대로59다길 1
37.5496651,126.83246224685156,강서로45길 92-5
37.54966545,126.83324172202376,강서로47라길 79
37.549679328041634,127.13435335744268,구천면로47가길 14-38
37.549679328041634,127.13435335744268,구천면로47가길 14-36
37.54968459327829,126.8614243249323,등촌로53길 10
37.54968459327829,126.8614243249323,등촌로53길 18
37.54974160300193,127.13127284224925,상암로15길 30-5
37.5498202,126.9314818,서강로 75-16
37.5498268,126.9778626,후암로28길 10
37.54986445,126.83974064949672,강서로 266
37.54986515,127.09356955,천호대로137길 16-10
37.54986515,127.09356955,천호대로137길 19
37.54986515,127.09356955,천호대로137길 16-8
37.54986555,126.83462030324458,강서로45라길 52
37.5498663,126.86971927831264,공항대로67길 29-12
37.549883741581006,127.03246277039158,독서당로62길 43
37.5498923702097,127.13095431136324,올림픽로98가길 47
37.5499869,127.0055996,동호로11바길 17
37.5499869,127.0055996,동호로11바길 22
37.5499869,127.0055996,동호로11바길 30-1
37.5499869,127.0055996,동호로11바길 30-8
37.5499869,127.0055996,동호로11바길 42-1
37.5500015,126.9122241,월드컵로1길 14
37.55004206315473,126.85770056979024,등촌로51길 128
37.55004225,126.83272269678372,강서로47마길 71
37.550068499999995,126.87114667869864,양천로 686-5
37.5500883,126.83368147553244,강서로45라길 43-14
37.55010224808602,127.02725729014968,독서당로55길 28
37.55011158571128,126.8508145681378,화곡로54길 43
37.550140881706746,127.04940183651787,상원12길 15
37.5501426,126.83391835428412,강서로45라길 55-21
37.5501444,127.14102655,상암로41길 13
37.5501444,127.14102655,상암로41길 89-7
37.5501444,127.14102655,상암로41길 89
37.5501444,127.14102655,상암로41길 79
37.5501444,127.14102655,상암로41길 67-8
37.5501444,127.14102655,상암로41길 61
37.5501444,127.14102655,상암로41길 29
37.5501444,127.14102655,상암로41길 67
37.5501444,127.14102655,상암로41길 89-8
37.5501444,127.14102655,상암로41길 91
37.550191350000006,126.83220839583936,강서로45길 104
37.5502037,126.9485146,숭문길 98
37.55021125,126.83343835067068,강서로45라길 55-29
37.5502395,126.9139625,양화로 45
37.55024617200537,127.02595042812172,금호로 140
37.55024617200537,127.02595042812172,금호로 15
37.55024617200537,127.02595042812172,금호로 107
37.55024617200537,127.02595042812172,금호로 173
37.55024617200537,127.02595042812172,금호로 100
37.5502498,126.8774176,양천로 731
37.55027929469712,127.02035113479076,금호산8길 5
37.55027929469712,127.02035113479076,금호산8길 14
37.5503577,126.94980912133416,마포대로11길 84
37.55038313410253,126.87467099642242,양천로73가길 38
37.55038313410253,126.87467099642242,양천로73가길 28
37.55039265040243,126.97952592111297,후암로28다길 7-5
37.5504187,126.9105483,양화로1길 38
37.55048416740287,127.12506932080628,상암로4가길 48
37.5504845,126.82556056428572,수명로2길 63
37.55052011383848,127.13492697905482,구천면로47길 69-18
37.550538402119145,127.0692242461656,동일로34길 27
37.55057266149347,127.0356679501532,고산자로 175
37.55057266149347,127.0356679501532,고산자로 160
37.55058995,126.8649216,목동중앙북로1길 46
37.55064626946563,126.85985347215428,공항대로58다길 13
37.55069435,126.83583720858988,강서로45나길 60
37.550712399999995,126.83255199882274,강서로47라길 48-7
37.55072808486481,127.09427877464614,자양로44가길 4
37.5507447,126.9522106,마포대로 167
37.55082411465256,127.14020503654362,구천면로 335
37.55082411465256,127.14020503654362,구천면로 650-650
37.55082411465256,127.14020503654362,구천면로 557
37.55082411465256,127.14020503654362,구천면로 365-13
37.55082411465256,127.14020503654362,구천면로 297-5
37.55082411465256,127.14020503654362,구천면로 278
37.5508423512242,126.86405302516344,등촌로 163
37.5508423512242,126.86405302516344,등촌로 91
37.5508423512242,126.86405302516344,등촌로 113
37.5508423512242,126.86405302516344,등촌로 137
37.5508465,127.0061855,동호로11마길 20-8
37.5508465,127.0061855,동호로11마길 24
37.5508465,127.0061855,동호로11마길 32
37.5508465,127.0061855,동호로11마길 34
37.5508465,127.0061855,동호로11마길 39
37.5508465,127.0061855,동호로11마길 40
37.5508465,127.0061855,동호로11마길 41
37.5508465,127.0061855,동호로11마길 5
37.5508465,127.0061855,동호로11마길 20-7
37.5508465,127.0061855,동호로11마길 14
37.55086,126.9078816,포은로 34
37.55087068903478,126.8641664565678,등촌로 110
37.550881185106405,126.87749082630867,양천로77길 27
37.550881185106405,126.87749082630867,양천로77길 43
37.550881185106405,126.87749082630867,양천로77길 45
37.550881185106405,126.87749082630867,양천로77길 31
37.550881185106405,126.87749082630867,양천로77길 37
37.55091131831581,126.86761989427782,공항대로65길 21
37.5509206,127.07269898810024,군자로12길 46
37.5509399,126.9347142,광성로 17
37.5509671,126.9794384,두텁바위로69길 29
37.55097455,126.87044338835057,공항대로65가길 17
37.55097729795368,127.11087144837413,아차산로78길 10
37.55097729795368,127.11087144837413,아차산로78길 143
37.55097729795368,127.11087144837413,아차산로78길 53
37.55097729795368,127.11087144837413,아차산로78길 63
37.55097729795368,127.11087144837413,아차산로78길 7
37.55097729795368,127.11087144837413,아차산로78길 43
37.55097729795368,127.11087144837413,아차산로78길 18
37.55098915,126.8349498979108,강서로47나길 39
37.55099096938953,126.87524932827456,양천로75길 60
37.55099096938953,126.87524932827456,양천로75길 57
37.55099096938953,126.87524932827456,양천로75길 22-21
37.55099096938953,126.87524932827456,양천로75길 19
37.55099325,127.09275875,자양로46길 9
37.551,126.9165664,양화로 72
37.55101565,126.87123128733634,공항대로65가길 4
37.55103,126.9596445,마포대로20길 26
37.5510542,127.0054289,동호로11자길 20
37.5510542,127.0054289,동호로11자길 23
37.5510542,127.0054289,동호로11자길 17
37.5510542,127.0054289,동호로11자길 22
37.5510597,126.911895,월드컵로3길 14
37.551168399999995,126.826095250266,수명로2길 105
37.551178,126.9309302,서강로 95
37.55118529664038,126.97482611635972,한강대로104마길 30
37.5512,127.090413,천호대로 671
37.551203599999994,126.8699846146954,공항대로65가길 25
37.55129355,126.83876419358,강서로46길 79
37.5512958,126.83070455660337,강서로47바길 43
37.5513017,126.9355195,신수로 107
37.55132245356532,127.07030351890666,동일로38길 17-2
37.55133055,126.83144240779885,강서로45길 138
37.5513325,126.9762839,후암로 65
37.55133285,126.92360524367294,와우산로 1
37.55135005,126.90895555,포은로2나길 35
37.5513651,126.8396642934998,강서로46길 60
37.5513762,127.1534584015608,동남로71길 41
37.551398879495906,126.9784817338456,후암로34길 31-17
37.5514148,127.0051248,동호로11아길 15
37.5514148,127.0051248,동호로11아길 17
37.55141745,126.83190594760174,강서로47마길 37-4
37.55144210401404,127.09407886465024,자양로48길 16
37.551465793371975,127.01936199112971,금호산길 27
37.551465793371975,127.01936199112971,금호산길 8
37.5514837751911,127.13004815325968,암사1길 9
37.55148405,126.82431149570768,수명로1길 16
37.55148655,126.86761351204952,공항대로63길 14
37.551524004136674,127.0962052844655,자양로44길 5
37.551524004136674,127.0962052844655,자양로44길 15
37.5515568,126.9482555,숭문길 106
37.551561500000005,126.83538202975708,강서로47가길 24
37.55156712668932,126.86982809974651,공항대로65가길 53
37.55156860052232,127.14130264306102,구천면로65길 12
37.55158615,126.83683405,우장산로2길 72
37.5515887,126.8339700139936,강서로47다길 28
37.5516141,126.9068571,희우정로 15
37.55161595,126.97284447961816,한강대로 372
37.551661009006104,126.97691756105988,후암로 71-1
37.551661009006104,126.97691756105988,후암로 71
37.551743123476506,127.15453248532684,동남로71길 38
37.5517506,127.0065037,동호로11마길 46
37.55175129586715,127.07051205777478,동일로40길 34
37.5517742,126.83357437955348,강서로47가길 20-35
37.55177910333314,127.01866347189812,금호산9가길 52
37.55179235,126.83291672986394,강서로47마길 37-22
37.5518092,126.86876234960658,공항대로65가길 49
37.55183375,126.8698249333957,양천로 666
37.55183508296214,126.87364050157883,양천로73길 24
37.55183508296214,126.87364050157883,양천로73길 80
37.55183508296214,126.87364050157883,양천로73길 6
37.55183508296214,126.87364050157883,양천로73길 5
37.55186225,126.82468352610904,수명로1길 110
37.551865199999995,126.8399209,강서로46길 78
37.55189745,126.85340275,까치산로 182
37.55189745,126.85340275,까치산로 87
37.55189745,126.85340275,까치산로 157
37.55189745,126.85340275,까치산로 160-9
37.55189745,126.85340275,까치산로 166-10
37.55189745,126.85340275,까치산로 88-15
37.55189745,126.85340275,까치산로 86
37.55189745,126.85340275,까치산로 152
37.55189765,126.83827149969082,우장산로4길 60
37.55194442350277,126.86464068506878,공항대로59가길 14
37.55197492478624,127.14096793302332,암사19길 45
37.55197492478624,127.14096793302332,암사19길 25
37.5519865,126.86675928479944,공항대로63길 16
37.5519991,127.0058262,동호로11라길 5
37.55204685,127.1328587,암사길 109
37.552068,126.83342792096197,강서로47가길 20-38
37.55209535,126.83400130363606,강서로47다길 10-3
37.55213605,126.83209709561572,강서로47라길 22
37.5521801,126.83105692915332,강서로45길 158
37.5522015,127.0119446,동호로5길 12
37.55221835,127.15200775312714,고덕로62길 76
37.55227541745084,126.91014549590224,양화로3길 59
37.55227541745084,126.91014549590224,양화로3길 45
37.5522795,126.86897878215478,양천로 656
37.55228618262163,126.84715278896654,화곡로53길 75
37.55229671683856,127.13245017404662,고덕로20마길 35
37.55231735,126.84037649958456,우장산로8길 49
37.55235768568356,127.14274686575588,양재대로147길 40
37.5523763,126.84481452091998,우장산로 82
37.552380953844626,126.97734524242844,후암로44길 8
37.55240785073427,127.14002483007744,암사길 59
37.55240785073427,127.14002483007744,암사길 35
37.5524433,126.84699892491366,우장산로 92
37.55245635,126.83393762770818,강서로47다길 10-6
37.5524859,126.83315864668508,강서로47길 61-9
37.5524931,126.84065095621646,우장산로8길 45
37.55250375,126.83138897675217,강서로47마길 15
37.55252075,126.84002189735726,우장산로8길 54
37.55252850193466,126.85434415172998,화곡로58길 54
37.55252850193466,126.85434415172998,화곡로58길 68
37.55253555,126.8387623910737,강서로48길 41
37.55254608930667,127.12781551890836,상암로5길 77
37.5525894,126.8668626629564,공항대로59다길 61
37.55259032127693,126.91499267565442,양화로7안길 30
37.55259032127693,126.91499267565442,양화로7안길 35
37.552616219471474,126.86619824517476,공항대로61길 43
37.552616219471474,126.86619824517476,공항대로61길 60
37.552616219471474,126.86619824517476,공항대로61길 48-22
37.5526235387802,126.93692541323529,백범로 230
37.5526235387802,126.93692541323529,백범로 239
37.55263215,127.14961014679244,고덕로 210
37.55265943111488,127.12734614706328,상암로3길 77
37.55265943111488,127.12734614706328,상암로3길 54
37.55265943111488,127.12734614706328,상암로3길 36
37.55265943111488,127.12734614706328,상암로3길 32
37.5526607,126.83231855425248,강서로47라길 11
37.55268276183351,126.84871395633049,화곡로55길 22
37.5526959,127.0108138,동호로7길 14
37.55271312542453,126.9308278410536,와우산로30길 44
37.55271312542453,126.9308278410536,와우산로30길 135
37.552720449999995,126.83398794720692,강서로47길 39
37.55272214249804,126.87347879754596,양천로71가길 29
37.55272214249804,126.87347879754596,양천로71가길 21
37.55272214249804,126.87347879754596,양천로71가길 22
37.552741100000006,126.83794697369336,강서로48길 25
37.5527532,126.83269510470691,강서로47길 63
37.5527552,126.9035869,희우정로 77
37.5527609,126.83878971560937,우장산로4길 40
37.5527946,126.83310806951457,강서로47길 55
37.55279535,126.8405246027,우장산로8길 42
37.552850838135186,127.13182648627748,고덕로20나길 49
37.5528811,126.83152646881234,강서로47길 83
37.5528896,126.9552774,마포대로19길 8
37.55288966172294,127.15480480809808,동남로73길 26
37.5528898,126.9608582,마포대로24길 16
37.55291005,126.83175042511994,강서로47길 79
37.55291939235096,127.13698778623257,암사13길 7
37.55295160600994,126.8514851075315,공항대로46길 28
37.55296480265691,127.12976559257324,고덕로10길 30
37.5529713,127.02456036442524,금호로 117
37.5529841,126.9477513,대흥로24길 24
37.553044563544944,127.1426647865764,고덕로38길 69
37.553044563544944,127.1426647865764,고덕로38길 39-7
37.553044563544944,127.1426647865764,고덕로38길 34-8
37.553044563544944,127.1426647865764,고덕로38길 34-9
37.55304565,126.83532016871492,공항대로36길 126
37.55304643829257,126.87209206474094,양천로71길 38
37.55304643829257,126.87209206474094,양천로71길 54
37.5530495977232,126.97756916587316,후암로48길 16
37.5530697,126.84119411583578,우장산로8길 29
37.5530912,127.1270503849909,상암로 11
37.5531175,126.83886530153478,우장산로6길 52
37.5531187,126.84048280416052,우장산로8길 28-7
37.55312345,126.83297683486894,강서로47길 60
37.55315095,126.83422469863105,공항대로36가길 25
37.55325485,126.83838618398944,우장산로6길 64-6
37.55325507947165,126.93233704802768,서강로9길 45
37.55325507947165,126.93233704802768,서강로9길 19
37.553272319097054,126.87150355426982,양천로67가길 56
37.553281762642214,127.1347152803942,고덕로20가길 44
37.55328455,126.83947544392107,우장산로4길 25
37.5532867,126.83181579204546,강서로47길 80
37.553316315731855,127.15326490105052,고덕로62길 29
37.553316315731855,127.15326490105052,고덕로62길 126
37.55333295,126.84146391442056,우장산로8길 23
37.5533753,126.83375344855628,공항대로36가길 36
37.55339641741849,126.9145429219021,월드컵로8길 17
37.5534162,126.9452581,대흥로21길 14
37.55344255,126.83793810448924,우장산로2길 21-6
37.55345465,126.83869130860066,우장산로2길 21-22
37.553490800000006,126.9630962100162,만리재로 175
37.5534974,127.0110796,동호로 173
37.5535123,126.8375399705865,우장산로2길 25
37.5535185433199,127.08495747961956,천호대로118길 10
37.5535203,126.9009643,동교로3길 115
37.5535203,126.9009643,동교로3길 125
37.5535203,126.9009643,동교로3길 67
37.5535203,126.9009643,동교로3길 79
37.55355,127.18129549476552,고덕로98길 101
37.55355725,126.92286574305405,어울마당로 11
37.55356053456243,127.16870045519924,상일로11길 25
37.55356053456243,127.16870045519924,상일로11길 95
37.5535797,126.91982735780346,양화로 114
37.553615449999995,126.9367846027749,백범로 10
37.553650685283074,126.87114182490151,양천로69길 18
37.553650685283074,126.87114182490151,양천로69길 58
37.55365585,126.84058718318092,우장산로6길 21
37.55368025,126.83205558281662,공항대로36가길 66
37.5536964,126.8998196,동교로1길 48
37.5536964,126.8998196,동교로1길 22
37.5537104,126.83899390032708,우장산로2길 21-27
37.553791,126.9337887,서강로 121
37.5538001,126.923724,홍익로 10
37.5538293,127.02305867833128,금호로 111
37.5538322,126.9757901,소월로2길 30
37.5538324,127.0922762,천호대로129길 56
37.55386475,127.02238528781608,금호로 110
37.5539305,126.83971938199554,우장산로 24-10
37.55397220765692,127.0966965000552,영화사로16길 43
37.55408766108692,126.90192935696908,희우정로 105
37.55408766108692,126.90192935696908,희우정로 115-1
37.55408766108692,126.90192935696908,희우정로 16
37.55409315,126.84032863035,우장산로6길 8
37.5541466,126.84104155854249,우장산로 38
37.55417319707197,126.86347076072722,공항대로59길 64
37.55417319707197,126.86347076072722,공항대로59길 35
37.55417319707197,126.86347076072722,공항대로59길 103
37.55417319707197,126.86347076072722,공항대로59길 29-8
37.55419472667264,127.03634307953776,고산자로4길 34
37.55421166166752,126.90040912421296,희우정로17길 9
37.55421166166752,126.90040912421296,희우정로17길 11
37.5542133,126.8544169050567,공항대로48길 12
37.55422440970982,126.86515153583456,양천로66길 6
37.554233480255995,126.90856872798004,월드컵로11길 37
37.554233480255995,126.90856872798004,월드컵로11길 50
37.554233480255995,126.90856872798004,월드컵로11길 35
37.5542429,126.83835814041883,우장산로 8
37.55425480498764,127.13090088684834,고덕로 333
37.55425480498764,127.13090088684834,고덕로 131
37.55425480498764,127.13090088684834,고덕로 399
37.55425480498764,127.13090088684834,고덕로 427
37.55425480498764,127.13090088684834,고덕로 47
37.55425480498764,127.13090088684834,고덕로 52
37.55425480498764,127.13090088684834,고덕로 52-11
37.55425480498764,127.13090088684834,고덕로 64
37.55425480498764,127.13090088684834,고덕로 130
37.55427485,126.83164455934048,강서로47길 108
37.5542827,126.83887559328788,우장산로 12-5
37.55430045948515,126.93489719318,서강로 83
37.55430045948515,126.93489719318,서강로 75-4
37.55430045948515,126.93489719318,서강로 53
37.5543498,126.85187039595644,화곡로 344
37.5543899,126.9459004,대흥로24길 27
37.55440103771856,126.86952818651856,양천로67가길 49
37.5544019,126.84745556859852,우장산로 103
37.5544124,127.15145918817412,고덕로 240
37.55441916095114,126.86131944034985,공항대로55길 9-37
37.55441916095114,126.86131944034985,공항대로55길 50
37.55441916095114,126.86131944034985,공항대로55길 19
37.5544295,126.9024099,망원로2길 103
37.5544295,126.9024099,망원로2길 14
37.55445736650508,127.06991200056066,동일로43길 21-1
37.55458665,127.08791795,용마산로1길 7
37.5546044638735,127.08392786203972,능동로36길 101
37.55461865,126.82736182479351,강서로47길 158
37.554702634710466,126.8583635189164,공항대로53가길 22
37.554702634710466,126.8583635189164,공항대로53가길 29
37.5547032,127.0146066,동호로10길 30
37.55470656963603,126.84909009455647,화곡로59길 37-16
37.5547182,126.9579765,마포대로 236
37.5547327,127.0054855,동호로17길 256-4
37.5547327,127.0054855,동호로17길 256-35
37.5547327,127.0054855,동호로17길 256-12
37.5547432,126.9162369,동교로 126
37.55478415,126.85130707979653,화곡로 347
37.5547856,126.8400127823138,우장산로 21-8
37.55479045,126.84059920172676,강서로50길 72
37.5547918,126.83885053528688,우장산로 13
37.5547918,126.84256121215944,우장산로 47
37.55480235,127.1246368,선사로 120
37.5548192,126.9592979,마포대로26길 22
37.554855,126.905921,월드컵로13길 79
37.5549204,127.03467779517274,고산자로 164
37.5549308,126.87011569033233,양천로67길 50-33
37.5549544,126.8393493897548,강서로50길 38
37.554962312826675,126.89934197122432,희우정로21길 5
37.55496797538737,127.1656208574612,고덕로80길 20
37.55496797538737,127.1656208574612,고덕로80길 99
37.55496797538737,127.1656208574612,고덕로80길 123
37.55496797538737,127.1656208574612,고덕로80길 134
37.555036,126.9671931,만리재로 193
37.55506573252503,126.91344345818148,월드컵로10길 50
37.555084040931455,127.09488982146658,영화사로15길 27
37.55508432681529,126.94939123283922,숭문16다길 10-5
37.555109224490664,127.03091688462638,행당로6길 2
37.55521765,126.8433503989114,공항대로42길 51-8
37.5552249,126.9669603,만리재로33길 21
37.55522583561686,127.09001887990306,용마산로2길 45
37.55529618693589,126.87083633493918,양천로67길 77
37.55529618693589,126.87083633493918,양천로67길 32
37.55529618693589,126.87083633493918,양천로67길 21
37.55529618693589,126.87083633493918,양천로67길 54
37.55529618693589,126.87083633493918,양천로67길 71-16
37.555321500000005,126.85090946870324,우장산로15길 47
37.555359244476534,127.17373429215776,상일로12길 95
37.55537175654417,126.92971355247928,와우산로33길 26-7
37.5553793,126.9445117,대흥로 175
37.555393686238666,127.02219497408272,행당로 27
37.55541608094867,126.87243788146188,양천로69길 65
37.5554699,126.93904,신촌로 140
37.5554699,126.93904,신촌로 252
37.5554699,126.93904,신촌로 262
37.5554699,126.93904,신촌로 150
37.55548985159603,127.08406074716436,천호대로 700
37.55548985159603,127.08406074716436,천호대로 517
37.5555045,126.8366692,공항대로36길 69
37.5555265,127.13717185,고덕로27길 7
37.5555265,127.13717185,고덕로27길 33-27
37.5555265,127.13717185,고덕로27길 36
37.55552762336571,126.9398659935138,백범로1길 83
37.5555292,127.0087212,동호로15길 91-8
37.55555295577683,127.09130644606653,자양로53길 36
37.55555295577683,127.09130644606653,자양로53길 33
